Name,Confidence,Total Faces,Recognized Faces,Recognition Rate (%)
l_6_7,0.5920827388763428,,,
l_6_4,0.6614930033683777,,,
l_6_3,0.7452765107154846,,,
r_7_7,0.33215928077697754,,,
l_10_6,0.5105150938034058,,,
l_7_3,0.7257919907569885,,,
l_4_3,0.33070653676986694,,,
r_7_2,0.36677050590515137,,,
l_4_6,0.6635109782218933,,,
r_10_3,0.3572719395160675,,,
l_5_6,0.7873395681381226,,,
r_8_1,0.4051945209503174,,,
l_7_1,0.6955718994140625,,,
r_5_6,0.3497686982154846,,,
l_9_3,0.5748735666275024,,,
r_b3_3,0.35913804173469543,,,
l_5_5,0.8287375569343567,,,
l_10_5,0.5323452353477478,,,
l_5_5,0.3092884421348572,,,
r_9_7,0.43130892515182495,,,
l_8_3,0.38570958375930786,,,
l_6_7,0.3690028190612793,,,
l_9_4,0.4452064335346222,,,
r_9_4,0.3949134647846222,,,
l_6_7,0.35577425360679626,,,
r_8_4,0.33448362350463867,,,
l_6_7,0.3157711923122406,,,
l_4_6,0.33825764060020447,,,
l_10_7,0.4983804523944855,,,
r_11_4,0.3529285490512848,,,
r_10_5,0.4363279640674591,,,
l_9_5,0.3916913866996765,,,
l_8_5,0.36303892731666565,,,
l_6_2,0.32786694169044495,,,
l_11_6,0.6733846664428711,,,
r_10_4,0.3957095146179199,,,
Summary,,36.0,36.0,100.0
