Name,Confidence,Total Faces,Recognized Faces,Recognition Rate (%)
r_5_6,0.8537881970405579,,,
r_7_6,0.8931252956390381,,,
r_5_7,0.7920054197311401,,,
r_7_5,0.7811971306800842,,,
r_7_7,0.828689455986023,,,
r_8_7,0.8699328303337097,,,
r_8_6,0.6641101837158203,,,
r_5_5,0.7788817882537842,,,
r_b2_4,0.3638511896133423,,,
r_6_4,0.7287240624427795,,,
r_9_4,0.8620864152908325,,,
r_11_3,0.6528866291046143,,,
r_9_3,0.5970609784126282,,,
r_11_4,0.7545243501663208,,,
r_8_8,0.8120983242988586,,,
r_6_5,0.7823905348777771,,,
r_9_1,0.47176772356033325,,,
r_10_4,0.5941594839096069,,,
r_8_1,0.6088636517524719,,,
r_6_6,0.8203254342079163,,,
r_5_5,0.3846179246902466,,,
r_9_7,0.4898822605609894,,,
r_8_3,0.43251508474349976,,,
r_8_4,0.32219022512435913,,,
r_11_6,0.42850252985954285,,,
r_10_3,0.3912694752216339,,,
r_10_1,0.44194796681404114,,,
r_b4_6,0.35276204347610474,,,
Summary,,28.0,28.0,100.0
