Name,Confidence,Total Faces,Recognized Faces,Recognition Rate (%)
r_b2_1,0.7716079950332642,,,
r_b3_1,0.8079743981361389,,,
r_5_4,0.6178310513496399,,,
r_b4_5,0.5902020335197449,,,
r_b4_4,0.7983786463737488,,,
r_b3_3,0.6670660972595215,,,
r_5_3,0.4834170341491699,,,
r_b4_6,0.7445711493492126,,,
r_b1_1,0.6944945454597473,,,
r_5_7,0.6135600805282593,,,
r_b4_1,0.6636285185813904,,,
r_5_1,0.47556501626968384,,,
r_6_1,0.5081120729446411,,,
r_b3_2,0.468960165977478,,,
r_8_1,0.5579391717910767,,,
l_10_2,0.35363954305648804,,,
r_b3_4,0.44809988141059875,,,
r_8_7,0.5770136117935181,,,
r_8_3,0.5235651135444641,,,
r_9_4,0.5370397567749023,,,
r_7_7,0.37455835938453674,,,
r_5_1,0.370514452457428,,,
r_7_2,0.3163732886314392,,,
l_3_1,0.4012945890426636,,,
r_8_6,0.5434659719467163,,,
l_9_5,0.36100107431411743,,,
r_11_3,0.39589089155197144,,,
r_6_6,0.48011907935142517,,,
l_8_5,0.39648866653442383,,,
l_11_1,0.34577998518943787,,,
l_6_7,0.38764306902885437,,,
r_5_1,0.5122613310813904,,,
r_11_5,0.41199710965156555,,,
l_7_1,0.3668455481529236,,,
l_6_7,0.3594607710838318,,,
r_9_4,0.35224229097366333,,,
l_10_5,0.3421539068222046,,,
l_4_2,0.3913765549659729,,,
l_11_6,0.5318037271499634,,,
r_8_8,0.5031062960624695,,,
l_11_6,0.5362000465393066,,,
l_10_5,0.38069969415664673,,,
l_11_6,0.63695228099823,,,
Summary,,43.0,43.0,100.0
