Name,Confidence,Total Faces,Recognized Faces,Recognition Rate (%)
l_5_5,0.7875196933746338,,,
l_4_3,0.7770376801490784,,,
l_8_5,0.4869769811630249,,,
r_b2_1,0.40764355659484863,,,
l_8_4,0.49314773082733154,,,
l_3_3,0.8968406915664673,,,
l_3_4,0.7047957181930542,,,
l_6_7,0.7538298964500427,,,
l_7_1,0.5955995321273804,,,
l_6_2,0.7399150729179382,,,
l_8_3,0.36832237243652344,,,
l_9_5,0.4276725649833679,,,
l_9_5,0.5854746699333191,,,
r_7_3,0.3665529787540436,,,
l_6_2,0.5085828304290771,,,
l_6_6,0.3254270553588867,,,
l_6_4,0.3960046172142029,,,
r_9_5,0.30738428235054016,,,
l_7_3,0.6468268632888794,,,
l_9_5,0.38473406434059143,,,
r_9_4,0.3564574420452118,,,
l_9_3,0.47096067667007446,,,
r_10_5,0.34235915541648865,,,
l_4_5,0.4635557234287262,,,
l_5_2,0.49121564626693726,,,
l_11_1,0.4420433044433594,,,
r_5_1,0.4734821319580078,,,
r_9_4,0.37874630093574524,,,
l_10_1,0.6284858584403992,,,
l_6_3,0.5595680475234985,,,
r_9_3,0.3529610335826874,,,
l_11_1,0.33459562063217163,,,
l_11_6,0.506921648979187,,,
Summary,,33.0,33.0,100.0
